Temperature,CrCr,CrFe,CrNb,CrMo,CrTi,CrAl,CrCo,CrC,CrMn,CrSi,CrS,CrB,CrCu,FeCr,FeFe,FeNb,FeMo,FeTi,FeAl,FeCo,FeC,FeMn,FeSi,FeS,FeB,FeCu,NbCr,NbFe,NbNb,NbMo,NbTi,NbAl,NbCo,NbC,NbMn,NbSi,NbS,NbB,NbCu,MoCr,MoFe,MoNb,MoMo,MoTi,MoAl,MoCo,MoC,MoMn,MoSi,MoS,MoB,MoCu,TiCr,TiFe,TiNb,TiMo,TiTi,TiAl,TiCo,TiC,TiMn,TiSi,TiS,TiB,TiCu,AlCr,AlFe,AlNb,AlMo,AlTi,AlAl,AlCo,AlC,AlMn,AlSi,AlS,AlB,AlCu,CoCr,CoFe,CoNb,CoMo,CoTi,CoAl,CoCo,CoC,CoMn,CoSi,CoS,CoB,CoCu,CCr,CFe,CNb,CMo,CTi,CAl,CCo,CC,CMn,CSi,CS,CB,CCu,MnCr,MnFe,MnNb,MnMo,MnTi,MnAl,MnCo,MnC,MnMn,MnSi,MnS,MnB,MnCu,SiCr,SiFe,SiNb,SiMo,SiTi,SiAl,SiCo,SiC,SiMn,SiSi,SiS,SiB,SiCu,SCr,SFe,SNb,SMo,STi,SAl,SCo,SC,SMn,SSi,SS,SB,SCu,BCr,BFe,BNb,BMo,BTi,BAl,BCo,BC,BMn,BSi,BS,BB,BCu,CuCr,CuFe,CuNb,CuMo,CuTi,CuAl,CuCo,CuC,CuMn,CuSi,CuS,CuB,CuCu
1500.14,114516.572,35719.8304,107255.692,40746.14039,173983.094,121445.432,13296.7697,-79308.935,83316.659,115569.932,4309.826,-12.108,50709.7115,35719.8296,114229.082,83091.544,57502.665,126477.795,73521.0758,10051.034,-1701.753,69545.853,164378.566,23321.3152,17725.11594,33730.01,107255.692,83091.544,382627.559,65958.543,267380.33,183498.518,30862.9506,-140625.095,127457.382,178563.693,61011.707,36245.104,161151.737,40746.1398,57502.665,65958.542,492511.973,167931.519,134670.069,5903.981,-89528.948,74822.814,161749.597,488.889,-52618.232,79556.254,173983.085,126477.79,267380.319,167931.513,885173.23,222473.718,55520.545,-142658.865,207317.165,348529.771,67459.998,-124877.784,120563.539,121445.432,73521.076,183498.519,134670.069,222473.73,1690600.228,52170.772,164592.345,156601.54,361316.081,105738.093,182978.256,21706.128,13296.769,10051.034,30862.95,5903.981,55520.549,52170.772,20826461.8,-22646.2365,31039.489,102905.2435,27775.3315,-11018.552,68871.788,-79308.935,-1701.753,-140625.091,-89528.947,-142658.86,164592.349,-22646.237,4800783.785,7823.388,340069.081,48614.9,80977.44,120501.979,83316.658,69545.853,127457.381,74822.814,207317.17,156601.54,31039.4886,7823.388,18710919.24,214692.691,30291.2466,-27804.111,22094.055,115569.931,164378.568,178563.689,161749.593,348529.77,361316.078,102905.243,340069.075,214692.695,4767998.841,447218.708,313252.306,244964.797,4309.826,23321.316,61011.707,488.89,67460.003,105738.093,27775.3318,48614.9,30291.247,447218.711,2997701.908,56271.623,-10956.696,-12.108,17725.117,36245.104,-52618.231,-124877.78,182978.258,-11018.552,80977.44,-27804.111,313252.301,56271.623,1159615.076,71767.082,50709.7113,33730.011,161151.741,79556.255,120563.544,21706.129,68871.788,120501.975,22094.056,244964.791,-10956.696,71767.082,15557800.68
1501.48,114623.461,35766.0192,107297.303,40734.01789,173913.257,121450.568,13351.8035,-79289.987,83395.716,115625.259,4479.655,46.783,50752.9292,35766.0196,114233.755,83102.654,57513.696,126399.796,73493.2908,10059.425,-1682.704,69570.324,164497.973,23330.7954,17720.30772,33724.146,107297.303,83102.654,382377.893,65887.638,267300.15,183500.124,30856.0541,-140738.687,127444.044,178627.468,61108.848,36191.992,161012.167,40734.0186,57513.696,65887.6378,494274.451,167779.895,134693.854,5927.433,-89531.335,74823.456,161857.202,494.636,-52668.364,79484.647,173913.257,126399.792,267300.153,167779.891,889825.38,222356.204,55434.312,-142918.757,207254.879,348736.951,67468.055,-125048.8,120448.475,121450.568,73493.291,183500.123,134693.853,222356.21,1676980.304,52157.761,164450.843,156613.297,361226.031,105733.63,182876.59,21633.605,13351.804,10059.425,30856.054,5927.432,55434.316,52157.761,20845362.62,-22618.5279,31052.405,103008.0255,27778.7454,-11051.196,68935.821,-79289.983,-1682.703,-140738.687,-89531.339,-142918.75,164450.844,-22618.528,4766799.233,7846.912,340055.981,48394.609,80797.53,120448.904,83395.717,69570.325,127444.045,74823.456,207254.89,156613.297,31052.4057,7846.912,18759856.31,214820.201,30445.0932,-27887.894,22050.59,115625.26,164497.973,178627.463,161857.201,348736.96,361226.034,103008.026,340055.973,214820.199,4692602.911,447160.941,313198.23,245037.427,4479.656,23330.795,61108.848,494.636,67468.059,105733.63,27778.7454,48394.609,30445.093,447160.931,3168531.281,56130.744,-10880.652,46.783,17720.308,36191.992,-52668.364,-125048.79,182876.594,-11051.196,80797.53,-27887.894,313198.221,56130.744,1215650.03,71666.252,50752.9294,33724.146,161012.167,79484.646,120448.48,21633.605,68935.821,120448.903,22050.589,245037.431,-10880.652,71666.251,15524247.58
1502.82,114730.728,35812.4053,107338.988,40722.1132,173843.414,121455.989,13406.9343,-79271.318,83474.805,115680.43,4649.016,105.722,50796.01,35812.4051,114239.087,83114.05,57524.835,126321.898,73465.8627,10067.98,-1663.83,69594.868,164617.197,23340.085,17715.66969,33718.271,107338.988,83114.051,382136.244,65816.975,267220.09,183501.953,30849.1648,-140852.362,127430.639,178691.032,61205.632,36138.735,160872.021,40722.1133,57524.835,65816.9756,496054.448,167628.319,134717.925,5950.945,-89533.776,74824.105,161964.207,500.146,-52718.42,79412.596,173843.415,126321.898,267220.094,167628.318,894531.47,222238.883,55348.287,-143178.702,207192.417,348944.043,67475.937,-125219.618,120333.189,121455.988,73465.863,183501.954,134717.925,222238.88,1663543.853,52145.148,164309.458,156624.854,361134.963,105728.859,182774.972,21561.356,13406.935,10067.981,30849.166,5950.946,55348.289,52145.149,20864457.64,-22591.1988,31065.318,103110.4951,27782.1422,-11083.605,68998.2,-79271.315,-1663.83,-140852.366,-89533.772,-143178.7,164309.454,-22591.199,4733251.888,7870.284,340042.643,48175.593,80618.088,120395.623,83474.806,69594.868,127430.64,74824.105,207192.42,156624.854,31065.3179,7870.284,18809223.43,214947.503,30598.2285,-27971.581,22006.916,115680.43,164617.195,178691.034,161964.208,348944.04,361134.963,103110.495,340042.638,214947.507,4619215.783,447102.508,313144.002,245109.531,4649.017,23340.086,61205.633,500.146,67475.938,105728.86,27782.1419,48175.593,30598.229,447102.503,3358153.578,55990.391,-10804.952,105.722,17715.67,36138.736,-52718.42,-125219.61,182774.973,-11083.605,80618.089,-27971.581,313144.003,55990.391,1277995.242,71565.31,50796.0102,33718.2718,160872.023,79412.596,120333.19,21561.356,68998.2,120395.618,22006.916,245109.533,-10804.952,71565.31,15490819.3
1504.16,114838.348,35859.0219,107380.739,40710.45855,173773.675,121461.75,13462.1698,-79252.952,83553.937,115735.483,4817.901,164.719,50838.9637,35859.0225,114245.062,83125.786,57536.107,126244.234,73438.8774,10076.74,-1645.132,69619.524,164736.269,23349.2338,17711.2539,33712.439,107380.74,83125.785,381903.585,65746.594,267140.26,183504.036,30842.2992,-140966.113,127417.195,178754.421,61302.114,36085.337,160731.324,40710.4588,57536.107,65746.5937,497852.393,167476.921,134742.327,5974.545,-89536.276,74824.785,162070.631,505.475,-52768.367,79340.147,173773.671,126244.232,267140.265,167476.923,899290.91,222121.906,55262.582,-143438.613,207129.879,349151.056,67483.771,-125390.149,120217.813,121461.751,73438.877,183504.035,134742.327,222121.91,1650292.126,52133.002,164168.227,156636.31,361042.926,105723.891,182673.451,21489.454,13462.17,10076.74,30842.299,5974.545,55262.583,52133.002,20883728.87,-22564.2544,31078.254,103212.6997,27785.5778,-11115.727,69058.759,-79252.949,-1645.133,-140966.115,-89536.277,-143438.62,164168.226,-22564.255,4700120.297,7893.499,340029.096,47957.966,80439.171,120342.135,83553.937,69619.524,127417.195,74824.785,207129.88,156636.31,31078.2537,7893.499,18859012.56,215074.606,30750.6561,-28055.132,21963.085,115735.484,164736.265,178754.425,162070.633,349151.06,361042.926,103212.7,340029.097,215074.609,4547839.166,447043.596,313089.681,245181.144,4817.901,23349.233,61302.114,505.475,67483.772,105723.89,27785.5774,47957.966,30750.656,447043.596,3569772.086,55850.67,-10729.542,164.719,17711.254,36085.337,-52768.367,-125390.15,182673.456,-11115.727,80439.171,-28055.132,313089.676,55850.67,1347729.941,71464.314,50838.964,33712.439,160731.319,79340.147,120217.815,21489.453,69058.759,120342.137,21963.085,245181.146,-10729.542,71464.314,15457498.83
1505.5,114946.289,35905.9148,107422.549,40699.09543,173704.155,121467.921,13517.5176,-79234.916,83633.123,115790.468,4986.297,223.784,50881.801,35905.9144,114251.657,83137.927,57547.545,126166.945,73412.4418,10085.755,-1626.608,69644.344,164855.232,23358.3007,17707.12234,33706.714,107422.55,83137.928,381681.113,65676.54,267060.8,183506.454,30835.4756,-141079.912,127403.748,178817.68,61398.359,36031.796,160590.074,40699.0956,57547.545,65676.54,499668.802,167325.835,134767.118,5998.263,-89538.837,74825.529,162176.501,510.691,-52818.165,79267.355,173704.16,126166.947,267060.803,167325.832,904102.89,222005.494,55177.325,-143698.402,207067.409,349358.024,67491.706,-125560.291,120102.504,121467.922,73412.443,183506.453,134767.118,222005.49,1637227.184,52121.4,164027.218,156647.787,360950.014,105718.855,182572.129,21417.987,13517.518,10085.755,30835.475,5998.263,55177.323,52121.4,20903154.31,-22537.6987,31091.245,103314.7009,27789.118,-11147.501,69117.294,-79234.92,-1626.608,-141079.917,-89538.838,-143698.41,164027.217,-22537.699,4667379.518,7916.551,340015.364,47741.862,80260.845,120288.44,83633.123,69644.345,127403.748,74825.529,207067.41,156647.787,31091.2456,7916.552,18909213.67,215201.534,30902.3784,-28138.5,21919.16,115790.468,164855.228,178817.683,162176.502,349358.03,360950.014,103314.701,340015.358,215201.539,4478484.994,446984.424,313035.329,245252.324,4986.297,23358.301,61398.359,510.691,67491.704,105718.855,27789.1182,47741.862,30902.378,446984.424,3807333.284,55711.708,-10654.355,223.783,17707.122,36031.796,-52818.165,-125560.29,182572.134,-11147.501,80260.845,-28138.5,313035.334,55711.708,1426184.159,71363.329,50881.8013,33706.7148,160590.072,79267.355,120102.503,21417.987,69117.294,120288.438,21919.159,245252.324,-10654.355,71363.33,15424266.15
1506.84,115054.51,35953.1361,107464.41,40688.07606,173635.012,121474.586,13572.9886,-79217.244,83712.382,115845.446,5154.194,282.929,50924.5367,35953.1354,114258.839,83150.559,57559.188,126090.225,73386.6877,10095.085,-1608.253,69669.395,164974.135,23367.3637,17703.35188,33701.178,107464.409,83150.559,381470.308,65606.875,266981.89,183509.269,30828.7176,-141193.738,127390.342,178880.865,61494.452,35978.115,160448.303,40688.0756,57559.188,65606.875,501504.296,167175.247,134792.367,6022.137,-89541.467,74826.377,162281.846,515.88,-52867.766,79194.287,173635.012,126090.224,266981.888,167175.246,908966.28,221889.879,55092.673,-143957.958,207005.185,349564.997,67499.93,-125729.886,119987.454,121474.586,73386.688,183509.268,134792.367,221889.88,1624351.299,52110.442,163886.492,156659.439,360856.317,105713.921,182471.104,21347.066,13572.989,10095.086,30828.718,6022.137,55092.675,52110.442,20922706.94,-22511.5353,31104.335,103416.5723,27792.8488,-11178.853,69173.555,-79217.248,-1608.253,-141193.742,-89541.464,-143957.95,163886.496,-22511.536,4635000.622,7939.434,340001.477,47527.447,80083.194,120234.537,83712.381,69669.395,127390.343,74826.377,207005.18,156659.439,31104.3351,7939.434,18959815.72,215328.307,31053.4036,-28221.628,21875.217,115845.445,164974.135,178880.868,162281.846,349565,360856.319,103416.572,340001.472,215328.315,4411178.927,446925.278,312981.034,245323.133,5154.193,23367.364,61494.452,515.88,67499.93,105713.921,27792.848,47527.446,31053.403,446925.277,4075745.048,55573.661,-10579.304,282.929,17703.352,35978.116,-52867.766,-125729.88,182471.099,-11178.854,80083.194,-28221.628,312981.037,55573.661,1515012.034,71262.438,50924.536,33701.1778,160448.302,79194.287,119987.455,21347.066,69173.554,120234.532,21875.217,245323.137,-10579.303,71262.438,15391092.23
1508.18,115162.96,36000.7541,107506.306,40677.46412,173566.419,121481.847,13628.5993,-79199.978,83791.733,115900.489,5321.575,342.174,50967.1857,36000.754,114266.567,83163.785,57571.085,126014.293,73361.7761,10104.812,-1590.064,69694.757,165093.037,23376.5166,17700.041,33695.93,107506.306,83163.785,381273.034,65537.669,266903.73,183512.574,30822.0575,-141307.573,127377.033,178944.046,61590.497,35924.297,160306.02,40677.4636,57571.084,65537.6694,503359.657,167025.365,134818.157,6046.216,-89544.172,74827.377,162386.7,521.147,-52917.11,79121.024,173566.419,126014.29,266903.734,167025.357,913879.54,221775.374,55008.823,-144217.113,206943.391,349772.01,67508.671,-125898.756,119872.894,121481.847,73361.776,183512.574,134818.158,221775.37,1611667.954,52100.248,163746.147,156671.455,360761.96,105709.293,182370.484,21276.826,13628.599,10104.812,30822.057,6046.216,55008.827,52100.248,20942350.76,-22485.767,31117.575,103518.4046,27796.8732,-11209.689,69227.227,-79199.981,-1590.064,-141307.566,-89544.173,-144217.11,163746.145,-22485.767,4602948.797,7962.135,339987.49,47314.92,79906.324,120180.42,83791.733,69694.757,127377.034,74827.378,206943.39,156671.455,31117.5758,7962.135,19010804.64,215454.95,31203.7382,-28304.446,21831.352,115900.489,165093.039,178944.044,162386.697,349772.01,360761.954,103518.405,339987.487,215454.951,4345963.26,446866.491,312926.904,245393.65,5321.575,23376.517,61590.4974,521.147,67508.675,105709.294,27796.8737,47314.92,31203.738,446866.5,4381170.741,55436.723,-10504.282,342.173,17700.04,35924.297,-52917.11,-125898.75,182370.484,-11209.689,79906.323,-28304.447,312926.91,55436.722,1616290.814,71161.739,50967.1853,33695.9296,160306.025,79121.024,119872.898,21276.826,69227.227,120180.417,21831.351,245393.65,-10504.282,71161.74,15357942.03
1509.52,115271.572,36048.8567,107548.225,40667.34115,173498.594,121489.837,13684.3682,-79183.169,83871.204,115955.694,5488.425,401.536,51009.7696,36048.8565,114274.785,83177.74,57583.297,125939.425,73337.9148,10115.033,-1572.031,69720.536,165212.019,23385.8844,17697.31044,33691.099,107548.224,83177.74,381091.635,65469.017,266826.58,183516.494,30815.5334,-141421.366,127363.892,179007.315,61686.631,35870.343,160163.273,40667.3415,57583.298,65469.0179,505235.878,166876.452,134844.598,6070.558,-89546.961,74828.594,162491.107,526.629,-52966.123,79047.669,173498.592,125939.426,266826.585,166876.448,918840.62,221662.354,54926.015,-144475.716,206882.29,349979.11,67518.223,-126066.686,119759.117,121489.837,73337.915,183516.495,134844.598,221662.35,1599181.754,52090.972,163606.274,156684.08,360667.09,105705.236,182270.444,21207.437,13684.368,10115.033,30815.533,6070.557,54926.014,52090.971,20962045.76,-22460.3956,31131.033,103620.3162,27801.3269,-11239.895,69277.916,-79183.168,-1572.031,-141421.365,-89546.962,-144475.72,163606.27,-22460.395,4571181.754,7984.639,339973.44,47104.532,79730.363,120126.082,83871.204,69720.536,127363.892,74828.593,206882.29,156684.08,31131.0327,7984.639,19062162.38,215581.49,31353.3964,-28386.872,21787.686,115955.693,165212.014,179007.315,162491.108,349979.11,360667.094,103620.316,339973.444,215581.49,4282902.64,446808.529,312873.074,245463.983,5488.425,23385.885,61686.6312,526.628,67518.222,105705.237,27801.3276,47104.532,31353.397,446808.53,4731430.319,55301.136,-10429.152,401.536,17697.31,35870.343,-52966.124,-126066.69,182270.444,-11239.895,79730.364,-28386.872,312873.08,55301.135,1732656.454,71061.356,51009.77,33691.0996,160163.269,79047.669,119759.116,21207.437,69277.917,120126.084,21787.687,245463.98,-10429.152,71061.356,15324764.49
1510.86,115380.256,36097.5539,107590.146,40657.81334,173431.834,121498.72,13740.3208,-79166.884,83950.828,116011.178,5654.721,461.042,51052.3162,36097.5531,114283.415,83192.596,57595.908,125865.989,73315.3645,10125.875,-1554.147,69746.866,165331.173,23395.6244,17695.31713,33686.851,107590.146,83192.596,380929.132,65401.037,266750.78,183521.165,30809.1951,-141535.109,127351.005,179070.785,61783.026,35816.258,160020.063,40657.8128,57595.908,65401.0374,507134.221,166728.86,134871.823,6095.239,-89549.847,74830.105,162595.118,532.498,-53014.71,78974.354,173431.837,125865.988,266750.782,166728.861,923846.8,221551.295,54844.551,-144733.559,206822.213,350186.372,67528.955,-126233.405,119646.489,121498.72,73315.365,183521.162,134871.823,221551.3,1586898.825,52082.803,163467.001,156697.623,360571.902,105702.085,182171.175,21139.117,13740.321,10125.876,30809.196,6095.239,54844.552,52082.804,20981735.94,-22435.4247,31144.79,103722.452,27806.3801,-11269.323,69325.118,-79166.883,-1554.147,-141535.108,-89549.849,-144733.56,163466.997,-22435.425,4539647.531,8006.92,339959.422,46896.596,79555.48,120071.512,83950.827,69746.866,127351.005,74830.105,206822.21,156697.622,31144.7896,8006.92,19113866.84,215707.972,31502.3944,-28468.799,21744.375,116011.177,165331.172,179070.782,162595.121,350186.37,360571.895,103722.452,339959.421,215707.973,4222090.672,446751.94,312819.715,245534.243,5654.721,23395.625,61783.0263,532.498,67528.956,105702.085,27806.3798,46896.595,31502.395,446751.942,5136549.42,55167.208,-10353.735,461.041,17695.317,35816.258,-53014.71,-126233.4,182171.175,-11269.323,79555.48,-28468.798,312819.712,55167.208,1867488.425,70961.444,51052.3155,33686.8511,160020.065,78974.354,119646.49,21139.117,69325.118,120071.511,21744.375,245534.242,-10353.735,70961.443,15291496.55
1512.2,115488.902,36146.9889,107632.048,40649.01452,173366.485,121508.713,13796.4931,-79151.207,84030.65,116067.096,5820.437,520.723,51094.8574,36146.9893,114292.356,83208.575,57609.017,125794.428,73294.4637,10137.505,-1536.398,69773.924,165450.627,23405.9404,17694.26206,33683.396,107632.047,83208.575,380789.411,65333.881,266676.73,183526.777,30803.1097,-141648.731,127338.487,179134.607,61879.908,35762.045,159876.454,40649.0144,57609.017,65333.8806,509056.318,166583.008,134900.007,6120.357,-89552.847,74832.012,162698.799,538.978,-53062.752,78901.243,173366.484,125794.431,266676.731,166583.008,928894.43,221442.827,54764.821,-144990.361,206763.558,350393.879,67541.343,-126398.525,119535.476,121508.713,73294.463,183526.781,134900.006,221442.82,1574827.127,52075.993,163328.489,156712.483,360476.629,105700.272,182072.935,21072.144,13796.494,10137.505,30803.11,6120.358,54764.817,52075.994,21001352.29,-22410.8535,31158.957,103825.0025,27812.2527,-11297.787,69368.182,-79151.206,-1536.398,-141648.729,-89552.842,-144990.37,163328.491,-22410.854,4508280.609,8028.947,339945.509,46691.509,79381.888,120016.69,84030.65,69773.923,127338.487,74832.012,206763.55,156712.484,31158.9567,8028.947,19165890.92,215834.439,31650.7539,-28550.093,21701.618,116067.096,165450.625,179134.611,162698.798,350393.88,360476.627,103825.002,339945.509,215834.438,4163659.149,446697.461,312767.055,245604.614,5820.437,23405.94,61879.9089,538.979,67541.34,105700.273,27812.2526,46691.509,31650.754,446697.459,5609517.061,55035.335,-10277.801,520.723,17694.262,35762.045,-53062.752,-126398.53,182072.937,-11297.787,79381.889,-28550.093,312767.059,55035.335,2025165.315,70862.198,51094.8573,33683.3955,159876.451,78901.243,119535.473,21072.144,69368.181,120016.689,21701.618,245604.619,-10277.802,70862.198,15258053.11
1513.54,115597.357,36197.35118,107673.899,40641.12168,173303.02,121520.091,13852.9316,-79136.247,84110.728,116123.647,5985.54,580.623,51137.4375,36197.3512,114301.472,83225.97,57622.76,125725.34,73275.6494,10150.138,-1518.766,69801.938,165570.541,23417.1024,17694.40754,33681.011,107673.898,83225.97,380677.572,65267.746,266604.98,183533.59,30797.3637,-141762.18,127326.487,179198.975,61977.575,35707.711,159732.48,40641.1208,57622.759,65267.7458,511004.33,166439.464,134929.372,6146.039,-89555.982,74834.45,162802.232,546.362,-53110.091,78828.551,173303.024,125725.343,266604.982,166439.47,933978.71,221337.72,54687.323,-145245.8,206706.839,350601.736,67556.005,-126561.603,119426.679,121520.091,73275.649,183533.592,134929.373,221337.72,1562977.56,52070.86,163190.96,156729.185,360381.586,105700.365,181976.047,21006.879,13852.931,10150.137,30797.364,6146.039,54687.319,52070.86,21020805.79,-22386.6825,31173.676,103928.213,27819.2344,-11325.043,69406.26,-79136.246,-1518.766,-141762.178,-89555.98,-145245.81,163190.963,-22386.682,4476998.02,8050.675,339931.836,46489.786,79209.866,119961.592,84110.727,69801.938,127326.487,74834.45,206706.84,156729.185,31173.6762,8050.675,19218198.46,215960.946,31798.5078,-28630.584,21659.673,116123.646,165570.537,179198.972,162802.23,350601.73,360381.59,103928.213,339931.84,215960.949,4107791.476,446646.064,312715.387,245675.31,5985.539,23417.102,61977.575,546.362,67556.002,105700.364,27819.2343,46489.786,31798.508,446646.066,6167326.434,54906.029,-10201.05,580.623,17694.407,35707.711,-53110.091,-126561.6,181976.05,-11325.044,79209.866,-28630.584,312715.386,54906.029,2211415.837,70763.874,51137.4371,33681.0109,159732.476,78828.551,119426.676,21006.878,69406.26,119961.59,21659.673,245675.306,-10201.05,70763.874,15224318.05
1514.88,115705.426,36248.88897,107715.66,40634.36628,173242.039,121533.223,13909.6972,-79122.145,84191.137,116181.092,6149.986,640.795,51180.1144,36248.8887,114310.58,83245.166,57637.311,125659.492,73259.4998,10164.056,-1501.226,69831.214,165691.127,23429.4634,17696.09681,33680.062,107715.66,83245.166,380600.326,65202.893,266536.24,183541.906,30792.0696,-141875.39,127315.199,179264.148,62076.415,35653.264,159588.202,40634.3661,57637.311,65202.8927,512981.076,166298.954,134960.216,6172.448,-89559.283,74837.591,162905.523,555.03,-53156.527,78756.559,173242.038,125659.492,266536.236,166298.956,939093.23,221237.016,54612.706,-145499.44,206652.764,350810.082,67573.751,-126722.004,119320.882,121533.223,73259.5,183541.906,134960.216,221237.02,1551364.686,52067.823,163054.69,156748.416,360287.182,105703.104,181880.966,20943.796,13909.697,10164.057,30792.07,6172.448,54612.707,52067.824,21039977.42,-22362.9081,31189.133,104032.406,27827.7027,-11350.777,69438.242,-79122.142,-1501.226,-141875.384,-89559.284,-145499.44,163054.687,-22362.908,4445692.37,8072.043,339918.562,46292.094,79039.776,119906.181,84191.137,69831.215,127315.199,74837.591,206652.76,156748.416,31189.1333,8072.043,19270744.27,216087.582,31945.6973,-28710.052,21618.882,116181.093,165691.131,179264.146,162905.526,350810.08,360287.176,104032.406,339918.56,216087.584,4054739.412,446599.011,312665.116,245746.602,6149.986,23429.464,62076.4151,555.03,67573.752,105703.104,27827.7024,46292.093,31945.697,446599.002,6832396.191,54779.96,-10123.082,640.795,17696.097,35653.263,-53156.528,-126722,181880.966,-11350.778,79039.775,-28710.052,312665.112,54779.96,2433797.836,70666.801,51180.114,33680.0616,159588.202,78756.559,119320.882,20943.795,69438.241,119906.18,21618.881,245746.602,-10123.083,70666.801,15190141.19
1516.22,115812.845,36301.9301,107757.283,40629.0567,173184.319,121548.587,13966.8762,-79109.087,84271.98,116239.779,6313.723,701.313,51222.9624,36301.9296,114319.43,83266.674,57652.906,125597.881,73246.7728,10179.639,-1483.744,69862.155,165812.661,23443.4945,17699.78453,33681.027,107757.283,83266.674,380566.592,65139.666,266471.4,183552.17,30787.3809,-141988.257,127304.881,179330.466,62176.95,35598.714,159443.711,40629.0563,57652.906,65139.6666,514990.336,166162.421,134992.923,6199.804,-89562.787,74841.666,163008.808,565.492,-53201.793,78685.633,173184.319,125597.885,266471.402,166162.426,944229.49,221142.08,54541.826,-145750.717,206602.212,351019.091,67595.651,-126878.927,119219.107,121548.587,73246.773,183552.172,134992.924,221142.08,1540007.84,52067.436,162920.023,156771.084,360193.941,105709.473,181788.243,20883.518,13966.876,10179.639,30787.381,6199.804,54541.823,52067.436,21058713.17,-22339.5227,31205.576,104138.007,27838.1602,-11374.572,69462.657,-79109.091,-1483.744,-141988.258,-89562.784,-145750.72,162920.021,-22339.523,4414224.263,8092.967,339905.891,46099.306,78872.097,119850.405,84271.98,69862.156,127304.882,74841.667,206602.21,156771.085,31205.5767,8092.968,19323471.11,216214.441,32092.3825,-28788.207,21579.693,116239.779,165812.659,179330.462,163008.806,351019.09,360193.94,104138.007,339905.893,216214.442,4004846.321,446557.957,312616.743,245818.881,6313.723,23443.495,62176.9497,565.492,67595.648,105709.473,27838.1603,46099.306,32092.382,446557.961,7634462.137,54658.01,-10043.371,701.312,17699.785,35598.714,-53201.793,-126878.93,181788.24,-11374.572,78872.097,-28788.208,312616.741,54658.01,2702336.203,70571.41,51222.9626,33681.0281,159443.714,78685.634,119219.105,20883.518,69462.658,119850.403,21579.693,245818.881,-10043.37,70571.41,15155320.31
1517.56,115919.268,36356.90757,107798.701,40625.5959,173130.908,121566.817,14024.5785,-79097.317,84353.391,116300.16,6476.681,762.268,51266.0821,36356.9074,114327.689,83291.166,57669.848,125541.843,73238.4686,10197.378,-1466.276,69895.292,165935.508,23459.8154,17706.06814,33684.544,107798.7,83291.166,380588.159,65078.517,266411.69,183564.929,30783.495,-142100.662,127295.872,179398.379,62279.863,35544.074,159299.114,40625.5958,57669.848,65078.5172,517037.162,166031.13,135028.003,6228.389,-89566.549,74846.978,163112.264,578.412,-53245.539,78616.259,173130.91,125541.842,266411.689,166031.132,949376.32,221054.689,54475.797,-145998.892,206556.361,351229.004,67623.109,-127031.314,119122.701,121566.817,73238.468,183564.929,135028.002,221054.69,1528932.759,52070.421,162787.428,156798.391,360102.554,105720.767,181698.646,20826.866,14024.578,10197.378,30783.495,6228.389,54475.798,52070.421,21076806.01,-22316.5162,31223.329,104245.5747,27851.2662,-11395.882,69477.574,-79097.32,-1466.276,-142100.661,-89566.548,-145998.89,162787.433,-22316.516,4382412.228,8113.335,339894.124,45912.563,78707.458,119794.194,84353.391,69895.292,127295.873,74846.978,206556.36,156798.391,31223.329,8113.335,19376304.64,216341.654,32238.6415,-28864.676,21542.7,116300.16,165935.512,179398.379,163112.262,351229,360102.559,104245.575,339894.128,216341.651,3958573.934,446525.138,312570.966,245892.634,6476.682,23459.816,62279.8636,578.412,67623.111,105720.767,27851.2667,45912.563,32238.642,446525.134,8612963.008,54541.34,-9961.216,762.268,17706.068,35544.074,-53245.539,-127031.31,181698.649,-11395.883,78707.457,-28864.676,312570.964,54541.339,3030327.486,70478.267,51266.0817,33684.5442,159299.114,78616.258,119122.702,20826.866,69477.574,119794.198,21542.699,245892.634,-9961.216,70478.268,15119591.1
