time 1e-08 1100 0.0729865
1time 2e-08 1100 0.0747899
1time 3e-08 1100 0.076771
1time 4e-08 1100 0.0781757
1time 5e-08 1100 0.0791796
1time 6e-08 1100 0.0799002
1time 7e-08 1100 0.0804175
1time 8e-08 1100 0.0807874
1time 9e-08 1100 0.0810493
1time 1e-07 1100 0.0812315
1time 1.1e-07 1100 0.0813545
1time 1.2e-07 1100 0.0814332
1time 1.3e-07 1100 0.0814786
1time 1.4e-07 1100 0.081499
1time 1.5e-07 1100 0.0815004
1time 1.6e-07 1100 0.0814876
1time 1.7e-07 1100 0.081464
1time 1.8e-07 1100 0.0814322
1time 1.9e-07 1100 0.0813942
1time 2e-07 1100 0.0813517
1time 2.1e-07 1100 0.0813057
1time 2.2e-07 1100 0.0812573
1time 2.3e-07 1100 0.0812072
1time 2.4e-07 1100 0.081156
1time 2.5e-07 1100 0.0811042
1time 2.6e-07 1100 0.0810523
1time 2.7e-07 1100 0.0810004
1time 2.8e-07 1100 0.0809489
1time 2.9e-07 1100 0.0808981
1time 3e-07 1100 0.0808481
1time 3.1e-07 1100 0.0807991
1time 3.2e-07 1100 0.0807512
1time 3.3e-07 1100 0.0807046
1time 3.4e-07 1100 0.0806593
1time 3.5e-07 1100 0.0806153
1time 3.6e-07 1100 0.0805729
1time 3.7e-07 1100 0.0805319
1time 3.8e-07 1100 0.0804925
1time 3.9e-07 1100 0.0804546
1time 4e-07 1100 0.0804183
1time 4.1e-07 1100 0.0803836
1time 4.2e-07 1100 0.0803505
1time 4.3e-07 1100 0.0803189
1time 4.4e-07 1100 0.0802889
1time 4.5e-07 1100 0.0802605
1time 4.6e-07 1100 0.0802336
1time 4.7e-07 1100 0.0802082
1time 4.8e-07 1100 0.0801842
1time 4.9e-07 1100 0.0801618
1time 5e-07 1100 0.0801407
1time 5.1e-07 1100 0.080121
1time 5.2e-07 1100 0.0801027
1time 5.3e-07 1100 0.0800857
1time 5.4e-07 1100 0.08007
1time 5.5e-07 1100 0.0800555
1time 5.6e-07 1100 0.0800422
1time 5.7e-07 1100 0.0800302
1time 5.8e-07 1100 0.0800192
1time 5.9e-07 1100 0.0800094
1time 6e-07 1100 0.0800006
1time 6.1e-07 1100 0.0799929
1time 6.2e-07 1100 0.0799862
1time 6.3e-07 1100 0.0799804
1time 6.4e-07 1100 0.0799756
1time 6.5e-07 1100 0.0799716
1time 6.6e-07 1100 0.0799686
1time 6.7e-07 1100 0.0799663
1time 6.8e-07 1100 0.0799649
1time 6.9e-07 1100 0.0799643
1time 7e-07 1100 0.0799644
1time 7.1e-07 1100 0.0799652
1time 7.2e-07 1100 0.0799667
1time 7.3e-07 1100 0.0799688
1time 7.4e-07 1100 0.0799716
1time 7.5e-07 1100 0.079975
1time 7.6e-07 1100 0.079979
1time 7.7e-07 1100 0.0799835
1time 7.8e-07 1100 0.0799886
1time 7.9e-07 1100 0.0799941
1time 8e-07 1100 0.0800002
1time 8.1e-07 1100 0.0800067
1time 8.2e-07 1100 0.0800137
1time 8.3e-07 1100 0.080021
1time 8.4e-07 1100 0.0800288
1time 8.5e-07 1100 0.080037
1time 8.6e-07 1100 0.0800455
1time 8.7e-07 1100 0.0800544
1time 8.8e-07 1100 0.0800636
1time 8.9e-07 1100 0.0800731
1time 9e-07 1100 0.0800828
1time 9.1e-07 1100 0.0800929
1time 9.2e-07 1100 0.0801032
1time 9.3e-07 1100 0.0801138
1time 9.4e-07 1100 0.0801246
1time 9.5e-07 1100 0.0801356
1time 9.6e-07 1100 0.0801468
1time 9.7e-07 1100 0.0801581
1time 9.8e-07 1100 0.0801697
1time 9.9e-07 1100 0.0801814
1time 1e-06 1100 0.0801933
1time 1.01e-06 1100 0.0802052
1time 1.02e-06 1100 0.0802173
1time 1.03e-06 1100 0.0802296
1time 1.04e-06 1100 0.0802419
1time 1.05e-06 1100 0.0802543
1time 1.06e-06 1100 0.0802668
1time 1.07e-06 1100 0.0802793
1time 1.08e-06 1100 0.080292
1time 1.09e-06 1100 0.0803046
1time 1.1e-06 1100 0.0803173
1time 1.11e-06 1100 0.0803301
1time 1.12e-06 1100 0.0803428
1time 1.13e-06 1100 0.0803556
1time 1.14e-06 1100 0.0803684
1time 1.15e-06 1100 0.0803812
1time 1.16e-06 1100 0.080394
1time 1.17e-06 1100 0.0804068
1time 1.18e-06 1100 0.0804195
1time 1.19e-06 1100 0.0804323
1time 1.2e-06 1100 0.080445
1time 1.21e-06 1100 0.0804577
1time 1.22e-06 1100 0.0804703
1time 1.23e-06 1100 0.0804829
1time 1.24e-06 1100 0.0804954
1time 1.25e-06 1100 0.0805079
1time 1.26e-06 1100 0.0805203
1time 1.27e-06 1100 0.0805327
1time 1.28e-06 1100 0.080545
1time 1.29e-06 1100 0.0805572
1time 1.3e-06 1100 0.0805694
1time 1.31e-06 1100 0.0805814
1time 1.32e-06 1100 0.0805934
1time 1.33e-06 1100 0.0806053
1time 1.34e-06 1100 0.0806172
1time 1.35e-06 1100 0.0806289
1time 1.36e-06 1100 0.0806406
1time 1.37e-06 1100 0.0806522
1time 1.38e-06 1100 0.0806636
1time 1.39e-06 1100 0.080675
1time 1.4e-06 1100 0.0806863
1time 1.41e-06 1100 0.0806975
1time 1.42e-06 1100 0.0807086
1time 1.43e-06 1100 0.0807196
1time 1.44e-06 1100 0.0807306
1time 1.45e-06 1100 0.0807414
1time 1.46e-06 1100 0.0807521
