Temp,Mo@liq,Si@liq,Ti@liq,Mo@motisi,Si@moti5si3,Ti@moti5si3
211,0.523508,8.59815e-11,0.476492,0.164127,0.375,0.460873
210,0.524039,7.67274e-11,0.475961,0.164173,0.375,0.460827
209,0.524571,6.8395e-11,0.475429,0.16422,0.375,0.46078
208,0.525103,6.09004e-11,0.474897,0.164266,0.375,0.460734
207,0.525636,5.41665e-11,0.474364,0.164312,0.375,0.460688
206,0.52617,4.81226e-11,0.47383,0.164358,0.375,0.460642
205,0.526705,4.27039e-11,0.473295,0.164404,0.375,0.460596
204,0.527241,3.78512e-11,0.472759,0.16445,0.375,0.46055
203,0.527777,3.35102e-11,0.472223,0.164496,0.375,0.460504
202,0.528315,2.96315e-11,0.471685,0.164542,0.375,0.460458
201,0.528853,2.61698e-11,0.471147,0.164588,0.375,0.460412
200,0.529392,2.30839e-11,0.470608,0.164634,0.375,0.460366
199,0.529931,2.03363e-11,0.470069,0.16468,0.375,0.46032
198,0.530472,1.78929e-11,0.469528,0.164725,0.375,0.460275
197,0.531013,1.57227e-11,0.468987,0.164771,0.375,0.460229
196,0.531555,1.37976e-11,0.468445,0.164817,0.375,0.460183
195,0.532098,1.2092e-11,0.467902,0.164862,0.375,0.460138
194,0.532642,1.05829e-11,0.467358,0.164908,0.375,0.460092
193,0.533186,9.24942e-12,0.466814,0.164953,0.375,0.460047
192,0.533731,8.07266e-12,0.466269,0.164999,0.375,0.460001
191,0.534277,7.03561e-12,0.465723,0.165044,0.375,0.459956
190,0.534824,6.12295e-12,0.465176,0.16509,0.375,0.45991
189,0.535372,5.32087e-12,0.464628,0.165135,0.375,0.459865
188,0.535921,4.61699e-12,0.464079,0.16518,0.375,0.45982
187,0.53647,4.00016e-12,0.46353,0.165226,0.375,0.459774
186,0.53702,3.46042e-12,0.46298,0.165271,0.375,0.459729
185,0.537571,2.98883e-12,0.462429,0.165316,0.375,0.459684
184,0.538123,2.57742e-12,0.461877,0.165361,0.375,0.459639
183,0.538675,2.21905e-12,0.461325,0.165406,0.375,0.459594
182,0.539228,1.90739e-12,0.460772,0.165451,0.375,0.459549
181,0.539783,1.63676e-12,0.460217,0.165496,0.375,0.459504
180,0.540338,1.40215e-12,0.459662,0.165541,0.375,0.459459
179,0.540893,1.19911e-12,0.459107,0.165586,0.375,0.459414
178,0.54145,1.02367e-12,0.45855,0.165631,0.375,0.459369
177,0.542007,8.7234e-13,0.457993,0.165675,0.375,0.459325
176,0.542566,7.42037e-13,0.457434,0.16572,0.375,0.45928
175,0.543125,6.30036e-13,0.456875,0.165765,0.375,0.459235
174,0.543685,5.33937e-13,0.456315,0.165809,0.375,0.459191
173,0.544245,4.51634e-13,0.455755,0.165854,0.375,0.459146
172,0.544807,3.81277e-13,0.455193,0.165899,0.375,0.459101
171,0.545369,3.21245e-13,0.454631,0.165943,0.375,0.459057
170,0.545932,2.70122e-13,0.454068,0.165987,0.375,0.459013
169,0.546496,2.2667e-13,0.453504,0.166032,0.375,0.458968
168,0.547061,1.89813e-13,0.452939,0.166076,0.375,0.458924
167,0.547626,1.58612e-13,0.452374,0.16612,0.375,0.45888
166,0.548192,1.32254e-13,0.451808,0.166165,0.375,0.458835
165,0.54876,1.10034e-13,0.45124,0.166209,0.375,0.458791
164,0.549328,9.1343e-14,0.450672,0.166253,0.375,0.458747
163,0.549896,7.56543e-14,0.450104,0.166297,0.375,0.458703
162,0.550466,6.25151e-14,0.449534,0.166341,0.375,0.458659
161,0.551036,5.15358e-14,0.448964,0.166385,0.375,0.458615
160,0.551607,4.23826e-14,0.448393,0.166429,0.375,0.458571
159,0.552179,3.47697e-14,0.447821,0.166473,0.375,0.458527
