T	P	log10(P)	fl	fs	phase_name	Q	H_Latent	H_tot	f_tot(@Liquid)	x(Al)	x(Mo)	x(Ni)	f(@Liquid)	G	w(Al)	w(Mo)	w(Ni)	Label	Cp	H_Latent_1	
K	bar	SI	mole/mole	mole/mole		J/mole	J/mole	J/mole		mole/mole	mole/mole	mole/mole	mole/mole	J/mole	kg/kg	kg/kg	kg/kg		J/(mole K)		
1313.403986	1	5	0.03191667842	0.9680833216	Liquid+Fcc	-28442.575798	-15696.21768	7139.704882	0.03191667842	0.17	0.03	0.8	0.9935708275	-86107.67696	0.08428847432	0.05288909094	0.8628224347	Fcc	33.29515383	-15696.21768	
1310.843986	1	5	0.03171398675	0.9682860133	Liquid+Fcc	-28532.712934	-15698.90988	7049.567746	0.03171398675	0.17	0.03	0.8	0.9936493495	-85806.09989	0.08428847432	0.05288909094	0.8628224347	Fcc	33.26412063	-15698.90988	
1308.283986	1	5	0.03151502985	0.9684849702	Liquid+Fcc	-28622.746187	-15701.55022	6959.534493	0.03151502985	0.17	0.03	0.8	0.9937265252	-85504.88159	0.08428847432	0.05288909094	0.8628224347	Fcc	33.23321485	-15701.55022	
1305.723986	1	5	0.03131971156	0.9686802884	Liquid+Fcc	-28712.676945	-15704.14007	6869.603735	0.03131971156	0.17	0.03	0.8	0.9938023765	-85204.02701	0.08428847432	0.05288909094	0.8628224347	Fcc	33.20245388	-15704.14007	
1303.163986	1	5	0.03112793862	0.9688720614	Liquid+Fcc	-28802.506565	-15706.68076	6779.774115	0.03112793862	0.17	0.03	0.8	0.993876925	-84903.5408	0.08428847432	0.05288909094	0.8628224347	Fcc	33.17183494	-15706.68076	
1300.603986	1	5	0.03093962058	0.9690603794	Liquid+Fcc	-28892.236353	-15709.17355	6690.044327	0.03093962058	0.17	0.03	0.8	0.9939501923	-84603.42728	0.08428847432	0.05288909094	0.8628224347	Fcc	33.14137369	-15709.17355	
1298.043986	1	5	0.03075466971	0.9692453303	Liquid+Fcc	-28981.867583	-15711.61969	6600.413097	0.03075466971	0.17	0.03	0.8	0.9940221998	-84303.69052	0.08428847432	0.05288909094	0.8628224347	Fcc	33.1110365	-15711.61969	
1295.483986	1	5	0.03057300091	0.9694269991	Liquid+Fcc	-29071.401473	-15714.02035	6510.879207	0.03057300091	0.17	0.03	0.8	0.9940929687	-84004.33431	0.08428847432	0.05288909094	0.8628224347	Fcc	33.08084338	-15714.02035	
1292.923986	1	5	0.03039453164	0.9696054684	Liquid+Fcc	-29160.839234	-15716.37673	6421.441446	0.03039453164	0.17	0.03	0.8	0.9941625203	-83705.36216	0.08428847432	0.05288909094	0.8628224347	Fcc	33.05078994	-15716.37673	
1290.363986	1	5	0.0302191818	0.9697808182	Liquid+Fcc	-29250.182021	-15718.68988	6332.098659	0.0302191818	0.17	0.03	0.8	0.9942308754	-83406.77736	0.08428847432	0.05288909094	0.8628224347	Fcc	33.02089794	-15718.68988	
1287.803986	1	5	0.03004687368	0.9699531263	Liquid+Fcc	-29339.430959	-15720.96099	6242.849721	0.03004687368	0.17	0.03	0.8	0.9942980549	-83108.58292	0.08428847432	0.05288909094	0.8628224347	Fcc	32.99110656	-15720.96099	
1285.243986	1	5	0.02987753189	0.9701224681	Liquid+Fcc	-29428.587142	-15723.19111	6153.693538	0.02987753189	0.17	0.03	0.8	0.9943640794	-82810.78164	0.08428847432	0.05288909094	0.8628224347	Fcc	32.96144868	-15723.19111	
1282.683986	1	5	0.02971108324	0.9702889168	Liquid+Fcc	-29517.651631	-15725.38122	6064.629049	0.02971108324	0.17	0.03	0.8	0.9944289692	-82513.37609	0.08428847432	0.05288909094	0.8628224347	Fcc	32.93194784	-15725.38122	
1280.123986	1	5	0.02954745672	0.9704525433	Liquid+Fcc	-29606.625455	-15727.53229	5975.655225	0.02954745672	0.17	0.03	0.8	0.9944927447	-82216.36864	0.08428847432	0.05288909094	0.8628224347	Fcc	32.9025779	-15727.53229	
1277.563986	1	5	0.02938658339	0.9706134166	Liquid+Fcc	-29695.509615	-15729.64537	5886.771065	0.02938658339	0.17	0.03	0.8	0.9945554256	-81919.76143	0.08428847432	0.05288909094	0.8628224347	Fcc	32.87332234	-15729.64537	
1275.003986	1	5	0.02922839635	0.9707716036	Liquid+Fcc	-29784.305088	-15731.72136	5797.975592	0.02922839635	0.17	0.03	0.8	0.9946170319	-81623.55643	0.08428847432	0.05288909094	0.8628224347	Fcc	32.84420586	-15731.72136	
1272.443986	1	5	0.02907283064	0.9709271694	Liquid+Fcc	-29873.012814	-15733.76119	5709.267866	0.02907283064	0.17	0.03	0.8	0.9946775829	-81327.75541	0.08428847432	0.05288909094	0.8628224347	Fcc	32.81521662	-15733.76119	
1269.883986	1	5	0.02891982318	0.9710801768	Liquid+Fcc	-29961.633704	-15735.76568	5620.646976	0.02891982318	0.17	0.03	0.8	0.9947370981	-81032.35996	0.08428847432	0.05288909094	0.8628224347	Fcc	32.78636117	-15735.76568	
1267.323986	1	5	0.02876931275	0.9712306873	Liquid+Fcc	-30050.168661	-15737.7358	5532.112019	0.02876931275	0.17	0.03	0.8	0.9947955963	-80737.37151	0.08428847432	0.05288909094	0.8628224347	Fcc	32.75760664	-15737.7358	
1264.763986	1	5	0.02862123987	0.9713787601	Liquid+Fcc	-30138.618543	-15739.67227	5443.662137	0.02862123987	0.17	0.03	0.8	0.9948530965	-80442.7913	0.08428847432	0.05288909094	0.8628224347	Fcc	32.72900691	-15739.67227	
1262.203986	1	5	0.0284755468	0.9715244532	Liquid+Fcc	-30226.984192	-15741.57599	5355.296488	0.0284755468	0.17	0.03	0.8	0.9949096171	-80148.62045	0.08428847432	0.05288909094	0.8628224347	Fcc	32.70050722	-15741.57599	
1259.643986	1	5	0.02833217745	0.9716678226	Liquid+Fcc	-30315.266437	-15743.44771	5267.014243	0.02833217745	0.17	0.03	0.8	0.9949651764	-79854.85991	0.08428847432	0.05288909094	0.8628224347	Fcc	32.67213419	-15743.44771	
1257.083986	1	5	0.02819107732	0.9718089227	Liquid+Fcc	-30403.466058	-15745.28819	5178.814622	0.02819107732	0.17	0.03	0.8	0.9950197924	-79561.5105	0.08428847432	0.05288909094	0.8628224347	Fcc	32.64388594	-15745.28819	
1254.523986	1	5	0.0280521935	0.9719478065	Liquid+Fcc	-30491.583839	-15747.09817	5090.696841	0.0280521935	0.17	0.03	0.8	0.9950734828	-79268.57289	0.08428847432	0.05288909094	0.8628224347	Fcc	32.61575976	-15747.09817	
1251.963986	1	5	0.02791547454	0.9720845255	Liquid+Fcc	-30579.620528	-15748.87834	5002.660152	0.02791547454	0.17	0.03	0.8	0.9951262651	-78976.04763	0.08428847432	0.05288909094	0.8628224347	Fcc	32.58774576	-15748.87834	
1249.403986	1	5	0.02778087049	0.9722191295	Liquid+Fcc	-30667.576866	-15750.62943	4914.703814	0.02778087049	0.17	0.03	0.8	0.9951781565	-78683.93517	0.08428847432	0.05288909094	0.8628224347	Fcc	32.55986202	-15750.62943	
1246.843986	1	5	0.02764833279	0.9723516672	Liquid+Fcc	-30755.453559	-15752.35212	4826.827121	0.02764833279	0.17	0.03	0.8	0.9952291739	-78392.2358	0.08428847432	0.05288909094	0.8628224347	Fcc	32.53207689	-15752.35212	
1244.283986	1	5	0.02751781425	0.9724821858	Liquid+Fcc	-30843.251296	-15754.04707	4739.029384	0.02751781425	0.17	0.03	0.8	0.995279334	-78100.94975	0.08428847432	0.05288909094	0.8628224347	Fcc	32.50441845	-15754.04707	
1241.723986	1	5	0.02738926899	0.972610731	Liquid+Fcc	-30930.97076	-15755.71489	4651.30992	0.02738926899	0.17	0.03	0.8	0.9953286531	-77810.0771	0.08428847432	0.05288909094	0.8628224347	Fcc	32.47686776	-15755.71489	
1239.163986	1	5	0.02726265243	0.9727373476	Liquid+Fcc	-31018.612608	-15757.35627	4563.668072	0.02726265243	0.17	0.03	0.8	0.9953771472	-77519.61787	0.08428847432	0.05288909094	0.8628224347	Fcc	32.44941479	-15757.35627	
1236.603986	1	5	0.02713792123	0.9728620788	Liquid+Fcc	-31106.177478	-15758.97177	4476.103202	0.02713792123	0.17	0.03	0.8	0.9954248324	-77229.57196	0.08428847432	0.05288909094	0.8628224347	Fcc	32.42209863	-15758.97177	
1234.043986	1	5	0.02701503323	0.9729849668	Liquid+Fcc	-31193.665997	-15760.56198	4388.614683	0.02701503323	0.17	0.03	0.8	0.995471724	-76939.93919	0.08428847432	0.05288909094	0.8628224347	Fcc	32.39487941	-15760.56198	
1231.483986	1	5	0.02689394746	0.9731060525	Liquid+Fcc	-31281.07877	-15762.12748	4301.20191	0.02689394746	0.17	0.03	0.8	0.9955178374	-76650.71931	0.08428847432	0.05288909094	0.8628224347	Fcc	32.36776067	-15762.12748	
1228.923986	1	5	0.02677462406	0.9732253759	Liquid+Fcc	-31368.416386	-15763.66878	4213.864294	0.02677462406	0.17	0.03	0.8	0.9955631876	-76361.91198	0.08428847432	0.05288909094	0.8628224347	Fcc	32.34078608	-15763.66878	
1226.363986	1	5	0.02665702427	0.9733429757	Liquid+Fcc	-31455.679429	-15765.18642	4126.601251	0.02665702427	0.17	0.03	0.8	0.9956077892	-76073.51678	0.08428847432	0.05288909094	0.8628224347	Fcc	32.31388761	-15765.18642	
1223.803986	1	5	0.02654111038	0.9734588896	Liquid+Fcc	-31542.868461	-15766.68098	4039.412219	0.02654111038	0.17	0.03	0.8	0.9956516569	-75785.53322	0.08428847432	0.05288909094	0.8628224347	Fcc	32.28710506	-15766.68098	
1221.243986	1	5	0.02642684571	0.9735731543	Liquid+Fcc	-31629.984029	-15768.15298	3952.296651	0.02642684571	0.17	0.03	0.8	0.9956948047	-75497.96076	0.08428847432	0.05288909094	0.8628224347	Fcc	32.26040502	-15768.15298	
1218.683986	1	5	0.02631419459	0.9736858054	Liquid+Fcc	-31717.026665	-15769.60286	3865.254015	0.02631419459	0.17	0.03	0.8	0.9957372466	-75210.79879	0.08428847432	0.05288909094	0.8628224347	Fcc	32.23383465	-15769.60286	
1216.123986	1	5	0.02620312228	0.9737968777	Liquid+Fcc	-31803.996898	-15771.03108	3778.283782	0.02620312228	0.17	0.03	0.8	0.9957789963	-74924.04663	0.08428847432	0.05288909094	0.8628224347	Fcc	32.20737222	-15771.03108	
1213.563986	1	5	0.02609359499	0.973906405	Liquid+Fcc	-31890.895236	-15772.43818	3691.385444	0.02609359499	0.17	0.03	0.8	0.9958200672	-74637.70356	0.08428847432	0.05288909094	0.8628224347	Fcc	32.18099594	-15772.43818	
1211.003986	1	5	0.02598557971	0.9740144203	Liquid+Fcc	-31977.722179	-15773.82459	3604.558501	0.02598557971	0.17	0.03	0.8	0.995860468	-74351.7689	0.08428847432	0.05288909094	0.8628224347	Fcc	32.15472939	-15773.82459	
1208.443986	1	5	0.02587904457	0.9741209554	Liquid+Fcc	-32064.47821	-15775.19078	3517.80247	0.02587904457	0.17	0.03	0.8	0.9959002206	-74066.24165	0.08428847432	0.05288909094	0.8628224347	Fcc	32.12853534	-15775.19078	
1205.883986	1	5	0.02577395839	0.9742260416	Liquid+Fcc	-32151.16381	-15776.53711	3431.11687	0.02577395839	0.17	0.03	0.8	0.9959393331	-73781.12103	0.08428847432	0.05288909094	0.8628224347	Fcc	32.102473	-15776.53711	
1203.323986	1	5	0.02567029083	0.9743297092	Liquid+Fcc	-32237.779431	-15777.86407	3344.501249	0.02567029083	0.17	0.03	0.8	0.9959778178	-73496.40611	0.08428847432	0.05288909094	0.8628224347	Fcc	32.07649765	-15777.86407	
1200.763986	1	5	0.02556801236	0.9744319876	Liquid+Fcc	-32324.325539	-15779.17199	3257.955141	0.02556801236	0.17	0.03	0.8	0.996015687	-73212.09595	0.08428847432	0.05288909094	0.8628224347	Fcc	32.05062858	-15779.17199	
1198.203986	1	5	0.02546709421	0.9745329058	Liquid+Fcc	-32410.802574	-15780.46136	3171.478106	0.02546709421	0.17	0.03	0.8	0.9960529526	-72928.18958	0.08428847432	0.05288909094	0.8628224347	Fcc	32.02483658	-15780.46136	
1195.643986	1	5	0.02536750835	0.9746324917	Liquid+Fcc	-32497.210963	-15781.73256	3085.069717	0.02536750835	0.17	0.03	0.8	0.9960896263	-72644.68595	0.08428847432	0.05288909094	0.8628224347	Fcc	31.9991272	-15781.73256	
1193.083986	1	5	0.0252692275	0.9747307725	Liquid+Fcc	-32583.551138	-15782.98595	2998.729542	0.0252692275	0.17	0.03	0.8	0.9961257194	-72361.58404	0.08428847432	0.05288909094	0.8628224347	Fcc	31.97353674	-15782.98595	
1190.523986	1	5	0.02517222509	0.9748277749	Liquid+Fcc	-32669.823515	-15784.22184	2912.457165	0.02517222509	0.17	0.03	0.8	0.9961612433	-72078.88275	0.08428847432	0.05288909094	0.8628224347	Fcc	31.94803353	-15784.22184	
1187.963986	1	5	0.0250764752	0.9749235248	Liquid+Fcc	-32756.0285	-15785.4406	2826.25218	0.0250764752	0.17	0.03	0.8	0.9961962088	-71796.58099	0.08428847432	0.05288909094	0.8628224347	Fcc	31.92263744	-15785.4406	
1185.403986	1	5	0.0249819526	0.9750180474	Liquid+Fcc	-32842.166484	-15786.64263	2740.114196	0.0249819526	0.17	0.03	0.8	0.9962306268	-71514.67762	0.08428847432	0.05288909094	0.8628224347	Fcc	31.89731393	-15786.64263	
1182.843986	1	5	0.02488863272	0.9751113673	Liquid+Fcc	-32928.237867	-15787.82823	2654.042813	0.02488863272	0.17	0.03	0.8	0.9962645078	-71233.17148	0.08428847432	0.05288909094	0.8628224347	Fcc	31.87207775	-15787.82823	
1180.283986	1	5	0.02479649156	0.9752035084	Liquid+Fcc	-33014.243028	-15788.99779	2568.037652	0.02479649156	0.17	0.03	0.8	0.9962978621	-70952.06142	0.08428847432	0.05288909094	0.8628224347	Fcc	31.84692777	-15788.99779	
1177.723986	1	5	0.02470550579	0.9752944942	Liquid+Fcc	-33100.182342	-15790.1515	2482.098338	0.02470550579	0.17	0.03	0.8	0.9963306999	-70671.34623	0.08428847432	0.05288909094	0.8628224347	Fcc	31.82189687	-15790.1515	
1175.163986	1	5	0.02461565263	0.9753843474	Liquid+Fcc	-33186.056183	-15791.28982	2396.224497	0.02461565263	0.17	0.03	0.8	0.996363031	-70391.02471	0.08428847432	0.05288909094	0.8628224347	Fcc	31.796915	-15791.28982	
1172.603986	1	5	0.02452690989	0.9754730901	Liquid+Fcc	-33271.8649	-15792.41297	2310.41578	0.02452690989	0.17	0.03	0.8	0.9963948651	-70111.09564	0.08428847432	0.05288909094	0.8628224347	Fcc	31.77204581	-15792.41297	
1170.043986	1	5	0.0244392559	0.9755607441	Liquid+Fcc	-33357.608854	-15793.52131	2224.671826	0.0244392559	0.17	0.03	0.8	0.9964262118	-69831.55778	0.08428847432	0.05288909094	0.8628224347	Fcc	31.74724481	-15793.52131	
1167.483986	1	5	0.02435266958	0.9756473304	Liquid+Fcc	-33443.2884	-15794.61504	2138.99228	0.02435266958	0.17	0.03	0.8	0.9964570803	-69552.40988	0.08428847432	0.05288909094	0.8628224347	Fcc	31.72253383	-15794.61504	
1164.923986	1	5	0.02426713034	0.9757328697	Liquid+Fcc	-33528.903874	-15795.69453	2053.376806	0.02426713034	0.17	0.03	0.8	0.9964874798	-69273.65069	0.08428847432	0.05288909094	0.8628224347	Fcc	31.69790545	-15795.69453	
1162.363986	1	5	0.02418261809	0.9758173819	Liquid+Fcc	-33614.455612	-15796.75997	1967.825068	0.02418261809	0.17	0.03	0.8	0.9965174191	-68995.27894	0.08428847432	0.05288909094	0.8628224347	Fcc	31.67337355	-15796.75997	
1159.803986	1	5	0.02409911327	0.9759008867	Liquid+Fcc	-33699.943941	-15797.81172	1882.336739	0.02409911327	0.17	0.03	0.8	0.996546907	-68717.29334	0.08428847432	0.05288909094	0.8628224347	Fcc	31.64890522	-15797.81172	
1157.243986	1	5	0.02401659675	0.9759834033	Liquid+Fcc	-33785.369199	-15798.85001	1796.911481	0.02401659675	0.17	0.03	0.8	0.9965759521	-68439.69263	0.08428847432	0.05288909094	0.8628224347	Fcc	31.62453058	-15798.85001	
1154.683986	1	5	0.0239350499	0.9760649501	Liquid+Fcc	-33870.731698	-15799.87508	1711.548982	0.0239350499	0.17	0.03	0.8	0.9966045627	-68162.47552	0.08428847432	0.05288909094	0.8628224347	Fcc	31.60022595	-15799.87508	
1152.123986	1	5	0.02385445453	0.9761455455	Liquid+Fcc	-33956.031754	-15800.88716	1626.248926	0.02385445453	0.17	0.03	0.8	0.9966327469	-67885.6407	0.08428847432	0.05288909094	0.8628224347	Fcc	31.57601683	-15800.88716	
1149.563986	1	5	0.02377479288	0.9762252071	Liquid+Fcc	-34041.269679	-15801.88652	1541.011001	0.02377479288	0.17	0.03	0.8	0.9966605129	-67609.1869	0.08428847432	0.05288909094	0.8628224347	Fcc	31.5518723	-15801.88652	
1147.003986	1	5	0.02369604764	0.9763039524	Liquid+Fcc	-34126.445783	-15802.87343	1455.834897	0.02369604764	0.17	0.03	0.8	0.9966878684	-67333.11281	0.08428847432	0.05288909094	0.8628224347	Fcc	31.52780596	-15802.87343	
1144.443986	1	5	0.02361820189	0.9763817981	Liquid+Fcc	-34211.560364	-15803.84808	1370.720316	0.02361820189	0.17	0.03	0.8	0.9967148212	-67057.41713	0.08428847432	0.05288909094	0.8628224347	Fcc	31.50381699	-15803.84808	
1141.883986	1	5	0.02354123911	0.9764587609	Liquid+Fcc	-34296.613724	-15804.81069	1285.666956	0.02354123911	0.17	0.03	0.8	0.9967413787	-66782.09857	0.08428847432	0.05288909094	0.8628224347	Fcc	31.47991805	-15804.81069	
1139.323986	1	5	0.02346514319	0.9765348568	Liquid+Fcc	-34381.606162	-15805.7615	1200.674518	0.02346514319	0.17	0.03	0.8	0.9967675483	-66507.15583	0.08428847432	0.05288909094	0.8628224347	Fcc	31.45608465	-15805.7615	
1136.763986	1	5	0.02338989839	0.9766101016	Liquid+Fcc	-34466.53796	-15806.70073	1115.74272	0.02338989839	0.17	0.03	0.8	0.9967933373	-66232.58762	0.08428847432	0.05288909094	0.8628224347	Fcc	31.4323177	-15806.70073	
1134.203986	1	5	0.02331548934	0.9766845107	Liquid+Fcc	-34551.409415	-15807.62856	1030.871265	0.02331548934	0.17	0.03	0.8	0.9968187526	-65958.39263	0.08428847432	0.05288909094	0.8628224347	Fcc	31.40864263	-15807.62856	
1131.643986	1	5	0.02324190102	0.976758099	Liquid+Fcc	-34636.2208086	-15808.54521	946.0598714	0.02324190102	0.17	0.03	0.8	0.9968438012	-65684.56958	0.08428847432	0.05288909094	0.8628224347	Fcc	31.38503038	-15808.54521	
1129.083986	1	5	0.02316911877	0.9768308812	Liquid+Fcc	-34720.9724201	-15809.45089	861.3082599	0.02316911877	0.17	0.03	0.8	0.9968684899	-65411.11719	0.08428847432	0.05288909094	0.8628224347	Fcc	31.36149547	-15809.45089	
1126.523986	1	5	0.02309712827	0.9769028717	Liquid+Fcc	-34805.6645351	-15810.3458	776.6161449	0.02309712827	0.17	0.03	0.8	0.9968928252	-65138.03415	0.08428847432	0.05288909094	0.8628224347	Fcc	31.33803156	-15810.3458	
1123.963986	1	5	0.02302591551	0.9769740845	Liquid+Fcc	-34890.2974316	-15811.23011	691.9832484	0.02302591551	0.17	0.03	0.8	0.9969168136	-64865.31921	0.08428847432	0.05288909094	0.8628224347	Fcc	31.31464325	-15811.23011	
1121.403986	1	5	0.02295546684	0.9770445332	Liquid+Fcc	-34974.8713792	-15812.10403	607.4093008	0.02295546684	0.17	0.03	0.8	0.9969404615	-64592.97108	0.08428847432	0.05288909094	0.8628224347	Fcc	31.29131322	-15812.10403	
1118.843986	1	5	0.02288576888	0.9771142311	Liquid+Fcc	-35059.3866521	-15812.96771	522.8940279	0.02288576888	0.17	0.03	0.8	0.996963775	-64320.98849	0.08428847432	0.05288909094	0.8628224347	Fcc	31.2680642	-15812.96771	
1116.283986	1	5	0.02281680857	0.9771831914	Liquid+Fcc	-35143.8435236	-15813.82137	438.4371564	0.02281680857	0.17	0.03	0.8	0.9969867603	-64049.37019	0.08428847432	0.05288909094	0.8628224347	Fcc	31.24488439	-15813.82137	
1113.723986	1	5	0.02274857315	0.9772514268	Liquid+Fcc	-35228.242267	-15814.66513	354.038413	0.02274857315	0.17	0.03	0.8	0.9970094233	-63778.11491	0.08428847432	0.05288909094	0.8628224347	Fcc	31.22176927	-15814.66513	
1111.163986	1	5	0.02268105015	0.9773189499	Liquid+Fcc	-35312.5831393	-15815.4992	269.6975407	0.02268105015	0.17	0.03	0.8	0.9970317697	-63507.22141	0.08428847432	0.05288909094	0.8628224347	Fcc	31.19872064	-15815.4992	
1108.603986	1	5	0.02261422736	0.9773857726	Liquid+Fcc	-35396.8664159	-15816.32369	185.4142641	0.02261422736	0.17	0.03	0.8	0.9970538054	-63236.68845	0.08428847432	0.05288909094	0.8628224347	Fcc	31.17574488	-15816.32369	
1106.043986	1	5	0.02254809286	0.9774519071	Liquid+Fcc	-35481.0923598	-15817.13882	101.1883202	0.02254809286	0.17	0.03	0.8	0.9970755358	-62966.51479	0.08428847432	0.05288909094	0.8628224347	Fcc	31.15283652	-15817.13882	
1103.483986	1	5	0.02248263499	0.977517365	Liquid+Fcc	-35565.26123045	-15817.94471	17.01944955	0.02248263499	0.17	0.03	0.8	0.9970969664	-62696.69921	0.08428847432	0.05288909094	0.8628224347	Fcc	31.12998741	-15817.94471	
1102.843986	1	5	0.022466374	0.977533626	Liquid+Fcc	-35586.341035507	-15818.18676	-4.060355507	0.022466374	0.17	0.03	0.8	0.9992767309	-62580.9461	0.08428847432	0.05288909094	0.8628224347	Fcc	31.12114507	-15818.18676	
1102.683986	1	5	0.02246231198	0.977537688	Liquid+Fcc	-35591.610412198	-15818.24688	-9.329732198	0.02246231198	0.17	0.03	0.8	0.9998191956	-62552.04368	0.08428847432	0.05288909094	0.8628224347	Fcc	31.11891664	-15818.24688	
1102.643986	1	5	0.02246129636	0.9775387036	Liquid+Fcc	-35592.9277255	-15818.26189	-10.6470455	0.02246129636	0.17	0.03	0.8	0.9999547859	-62544.81842	0.08428847432	0.05288909094	0.8628224347	Fcc	31.11837525	-15818.26189	
1102.623986	1	5	0.02245630193	0.9775436981	Liquid+Fcc+Fcc	-35593.62636875	-15818.30939	-11.34568875	0.02245630193	0.17	0.03	0.8	0.9997776425	-62542.21498	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.11815204	-15818.30939	
1102.603986	1	5	0.02245116791	0.9775488321	Liquid+Fcc+Fcc	-35594.25442813	-15818.2863	-11.97374813	0.02245116791	0.17	0.03	0.8	0.9997713776	-62541.12071	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.11796652	-15818.2863	
1102.563986	1	5	0.02244089155	0.9775591085	Liquid+Fcc+Fcc	-35595.57933506	-15818.30893	-13.29865506	0.02244089155	0.17	0.03	0.8	0.9995422794	-62538.45417	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.11763572	-15818.30893	
1102.483986	1	5	0.02242031034	0.9775796897	Liquid+Fcc+Fcc	-35598.22941699	-15818.3545	-15.94873699	0.02242031034	0.17	0.03	0.8	0.9990828702	-62533.11765	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.11694071	-15818.3545	
1102.323986	1	5	0.02237906015	0.9776209399	Liquid+Fcc+Fcc	-35603.52990397	-15818.44616	-21.24922397	0.02237906015	0.17	0.03	0.8	0.9981601418	-62522.45672	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.11557147	-15818.44616	
1102.003986	1	5	0.02229620506	0.9777037949	Liquid+Fcc+Fcc	-35614.13267915	-15818.63201	-31.85199915	0.02229620506	0.17	0.03	0.8	0.9962976512	-62501.16128	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.11284308	-15818.63201	
1101.363986	1	5	0.02212905307	0.9778709469	Liquid+Fcc+Fcc	-35635.34637607	-15819.01487	-53.06569607	0.02212905307	0.17	0.03	0.8	0.9925031193	-62458.63937	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.10738485	-15819.01487	
1100.083986	1	5	0.02178866696	0.978211333	Liquid+Fcc+Fcc	-35677.81032811	-15819.82908	-95.52964811	0.02178866696	0.17	0.03	0.8	0.9846181348	-62373.89426	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.09647414	-15819.82908	
1097.523986	1	5	0.02108132592	0.9789186741	Liquid+Fcc+Fcc	-35762.9072615	-15821.67425	-180.6265815	0.02108132592	0.17	0.03	0.8	0.9675362867	-62205.66067	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.07472339	-15821.67425	
1094.963986	1	5	0.02034921217	0.9796507878	Liquid+Fcc+Fcc	-35842.8837324	-15818.44653	-260.6030524	0.02034921217	0.17	0.03	0.8	0.9652719303	-62077.77957	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.05217673	-15818.44653	
1092.403986	1	5	0.01958895984	0.9804110402	Liquid+Fcc+Fcc	-35922.6868481	-15815.09295	-340.4061681	0.01958895984	0.17	0.03	0.8	0.9626397171	-61956.16186	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.02978962	-15815.09295	
1089.843986	1	5	0.01879659091	0.9812034091	Liquid+Fcc+Fcc	-36002.31049	-15811.6072	-420.02981	0.01879659091	0.17	0.03	0.8	0.9595502292	-61841.56478	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	31.00757731	-15811.6072	
1087.283986	1	5	0.01796740721	0.9820325928	Liquid+Fcc+Fcc	-36081.7481486	-15807.98267	-499.4674686	0.01796740721	0.17	0.03	0.8	0.9558864848	-61734.89406	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.98554366	-15807.98267	
1084.723986	1	5	0.01709588901	0.982904111	Liquid+Fcc+Fcc	-36160.9929537	-15804.21233	-578.7122737	0.01709588901	0.17	0.03	0.8	0.951494493	-61637.2405	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.96374709	-15804.21233	
1082.163986	1	5	0.01617565152	0.9838243485	Liquid+Fcc+Fcc	-36240.0373023	-15800.28843	-657.7566223	0.01617565152	0.17	0.03	0.8	0.9461720012	-61549.92602	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.94217541	-15800.28843	
1079.603986	1	5	0.01519956905	0.984800431	Liquid+Fcc+Fcc	-36318.8718209	-15796.20147	-736.5911409	0.01519956905	0.17	0.03	0.8	0.9396573011	-61474.55836	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.92088718	-15796.20147	
1077.043986	1	5	0.01416029746	0.9858397025	Liquid+Fcc+Fcc	-36397.4827104	-15791.93753	-815.2020304	0.01416029746	0.17	0.03	0.8	0.9316249307	-61413.09035	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.8999025	-15791.93753	
1074.483986	1	5	0.01305162654	0.9869483735	Liquid+Fcc+Fcc	-36475.8459358	-15787.47236	-893.5652558	0.01305162654	0.17	0.03	0.8	0.9217056755	-61367.86905	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.87932738	-15787.47236	
1071.923986	1	5	0.01187131517	0.9881286848	Liquid+Fcc+Fcc	-36553.9168546	-15782.76116	-971.6361746	0.01187131517	0.17	0.03	0.8	0.909565956	-61341.63973	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.85924176	-15782.76116	
1069.363986	1	5	0.01062594505	0.989374055	Liquid+Fcc+Fcc	-36631.617924	-15777.72619	-1049.337244	0.01062594505	0.17	0.03	0.8	0.895094174	-61337.43378	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.83975813	-15777.72619	
