time 3.3e-07 1654 0.00577849
1time 6.6e-07 1653.85 0.00565019
1time 9.9e-07 1653.77 0.00558016
1time 1.32e-06 1653.73 0.00554636
1time 1.65e-06 1653.71 0.00553092
1time 1.98e-06 1653.7 0.00552464
1time 2.31e-06 1653.69 0.00552305
1time 2.64e-06 1653.69 0.00552375
1time 2.97e-06 1653.69 0.00552553
1time 3.3e-06 1653.69 0.00552778
1time 3.63e-06 1653.69 0.00553025
1time 3.96e-06 1653.69 0.00553271
1time 4.29e-06 1653.69 0.0055352
1time 4.62e-06 1653.68 0.00553764
1time 4.95e-06 1653.68 0.00553992
1time 5.28e-06 1653.68 0.00554197
1time 5.61e-06 1653.68 0.00554364
1time 5.94e-06 1653.68 0.00554501
1time 6.27e-06 1653.68 0.00554608
1time 6.6e-06 1653.67 0.00554687
1time 6.93e-06 1653.67 0.00554743
1time 7.26e-06 1653.67 0.00554778
1time 7.59e-06 1653.67 0.00554792
1time 7.92e-06 1653.66 0.00554794
1time 8.25e-06 1653.66 0.00554788
1time 8.58e-06 1653.66 0.00554777
1time 8.91e-06 1653.65 0.00554764
1time 9.24e-06 1653.65 0.00554745
1time 9.57e-06 1653.65 0.00554729
1time 9.9e-06 1653.64 0.00554716
1time 1.023e-05 1653.64 0.00554708
1time 1.056e-05 1653.63 0.00554707
1time 1.089e-05 1653.63 0.00554712
1time 1.122e-05 1653.63 0.0055472
1time 1.155e-05 1653.63 0.00554738
1time 1.188e-05 1653.62 0.00554764
1time 1.221e-05 1653.62 0.00554801
1time 1.254e-05 1653.62 0.00554847
1time 1.287e-05 1653.61 0.00554899
1time 1.32e-05 1653.61 0.00554961
1time 1.353e-05 1653.61 0.00555034
1time 1.386e-05 1653.61 0.00555118
1time 1.419e-05 1653.6 0.00555212
1time 1.452e-05 1653.6 0.00555315
1time 1.485e-05 1653.6 0.00555457
1time 1.518e-05 1653.6 0.00555605
1time 1.551e-05 1653.6 0.00555758
1time 1.584e-05 1653.59 0.00555915
1time 1.617e-05 1653.59 0.00556078
1time 1.65e-05 1653.59 0.00556244
1time 1.683e-05 1653.59 0.00556417
1time 1.716e-05 1653.59 0.00556597
1time 1.749e-05 1653.59 0.00556784
1time 1.782e-05 1653.59 0.00556979
1time 1.815e-05 1653.59 0.0055718
1time 1.848e-05 1653.58 0.00557384
1time 1.881e-05 1653.58 0.00557595
1time 1.914e-05 1653.58 0.00557813
1time 1.947e-05 1653.58 0.00558037
1time 1.98e-05 1653.58 0.00558268
1time 2.013e-05 1653.58 0.00558504
1time 2.046e-05 1653.58 0.00558742
1time 2.079e-05 1653.58 0.00558985
1time 2.112e-05 1653.58 0.00559235
1time 2.145e-05 1653.58 0.0055949
1time 2.178e-05 1653.58 0.00559749
1time 2.211e-05 1653.58 0.00560014
1time 2.244e-05 1653.58 0.00560279
1time 2.277e-05 1653.58 0.00560548
1time 2.31e-05 1653.58 0.00560822
1time 2.343e-05 1653.58 0.00561101
1time 2.376e-05 1653.58 0.00561383
1time 2.409e-05 1653.57 0.00561669
1time 2.442e-05 1653.57 0.00561954
1time 2.475e-05 1653.57 0.00562244
1time 2.508e-05 1653.57 0.00562536
1time 2.541e-05 1653.57 0.00562833
1time 2.574e-05 1653.57 0.00563132
1time 2.607e-05 1653.57 0.00563434
1time 2.64e-05 1653.57 0.00563738
1time 2.673e-05 1653.57 0.00564041
1time 2.706e-05 1653.57 0.00564347
1time 2.739e-05 1653.57 0.00564656
1time 2.772e-05 1653.57 0.00564967
1time 2.805e-05 1653.57 0.0056528
1time 2.838e-05 1653.58 0.00565596
1time 2.871e-05 1653.58 0.00565913
1time 2.904e-05 1653.58 0.00566228
1time 2.937e-05 1653.58 0.00566545
1time 2.97e-05 1653.58 0.00566864
1time 3.003e-05 1653.58 0.00567185
1time 3.036e-05 1653.58 0.00567507
1time 3.069e-05 1653.58 0.00567831
1time 3.102e-05 1653.58 0.00568181
1time 3.135e-05 1653.58 0.00568528
1time 3.168e-05 1653.58 0.00568872
1time 3.201e-05 1653.58 0.00569214
1time 3.234e-05 1653.58 0.00569554
1time 3.267e-05 1653.58 0.00569893
1time 3.3e-05 1653.58 0.00570232
1time 3.333e-05 1653.58 0.00570567
1time 3.366e-05 1653.58 0.00570901
1time 3.399e-05 1653.58 0.00571237
1time 3.432e-05 1653.58 0.00571572
1time 3.465e-05 1653.58 0.00571908
1time 3.498e-05 1653.58 0.00572244
1time 3.531e-05 1653.58 0.00572577
1time 3.564e-05 1653.58 0.00572911
1time 3.597e-05 1653.58 0.00573245
1time 3.63e-05 1653.58 0.0057358
1time 3.663e-05 1653.58 0.00573915
1time 3.696e-05 1653.58 0.0057425
1time 3.729e-05 1653.58 0.00574586
1time 3.762e-05 1653.58 0.00574918
1time 3.795e-05 1653.59 0.00575251
1time 3.828e-05 1653.59 0.00575585
1time 3.861e-05 1653.59 0.00575919
1time 3.894e-05 1653.59 0.00576253
1time 3.927e-05 1653.59 0.00576587
1time 3.96e-05 1653.59 0.00576918
1time 3.993e-05 1653.59 0.0057725
1time 4.026e-05 1653.59 0.00577582
1time 4.059e-05 1653.59 0.00577915
1time 4.092e-05 1653.59 0.00578248
1time 4.125e-05 1653.59 0.00578581
1time 4.158e-05 1653.59 0.00578914
1time 4.191e-05 1653.59 0.00579243
1time 4.224e-05 1653.59 0.00579573
1time 4.257e-05 1653.59 0.00579904
1time 4.29e-05 1653.59 0.00580234
1time 4.323e-05 1653.59 0.00580565
1time 4.356e-05 1653.59 0.00580896
1time 4.389e-05 1653.59 0.00581227
1time 4.422e-05 1653.59 0.00581554
1time 4.455e-05 1653.59 0.00581882
1time 4.488e-05 1653.59 0.0058221
1time 4.521e-05 1653.59 0.00582539
1time 4.554e-05 1653.59 0.00582867
1time 4.587e-05 1653.59 0.00583196
1time 4.62e-05 1653.59 0.00583524
1time 4.653e-05 1653.59 0.00583849
1time 4.686e-05 1653.59 0.00584174
1time 4.719e-05 1653.59 0.005845
1time 4.752e-05 1653.59 0.00584825
1time 4.785e-05 1653.59 0.00585151
1time 4.818e-05 1653.59 0.00585477
1time 4.851e-05 1653.6 0.00585803
1time 4.884e-05 1653.6 0.00586151
1time 4.917e-05 1653.6 0.00586496
1time 4.95e-05 1653.6 0.00586837
1time 4.983e-05 1653.6 0.00587175
1time 5.016e-05 1653.6 0.0058751
1time 5.049e-05 1653.6 0.00587843
1time 5.082e-05 1653.6 0.00588171
1time 5.115e-05 1653.6 0.00588498
1time 5.148e-05 1653.6 0.00588825
